Gene Symbol,Name,Entrez GeneId,Genome Location,Tier,Hallmark,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms,PDB Structures,n_structures
TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929.0,19:1609290-1652329,1,,19p13.3,yes,,pre B-ALL,,,L,Dom,"oncogene, TSG, fusion",T,"PBX1, HLF, TFPT",,,"CCDS12074.1,E2A,E47,ENSG00000071564.14,ITF1,MGC129647,MGC129648,NM_003200.3,NP_003191,NP_001338708.1,P15923,VDIR,bHLHb21,p75","['2MH0', '2YPA', '2YPB', '3U5V', '6MGN']",5
TCF7L2,transcription factor 7-like 2,6934.0,10:112950407-113167493,1,Yes,10q25.3,yes,,colorectal,,,E,Dom,"oncogene, fusion",T,VTI1A,,,"CCDS53577.1,ENSG00000148737.16,NM_001146274.1,NP_001139746,Q9NQB0,TCF-4,TCF4","['1JDH', '1JPW', '2GL7']",3
TCL1A,T-cell leukemia/lymphoma 1A,8115.0,14:95709968-95714196,1,Yes,14q32.13,yes,,T-CLL,,,L,Dom,"oncogene, fusion",T,TRA,,,"CCDS9941.1,ENSG00000100721.10,NM_021966.2,NP_068801,P56279,TCL1",['1JSG'],1
TEC,tec protein tyrosine kinase,7006.0,4:48135783-48269864,2,,4p12,yes,,myxoid chondrosarcoma,,,M,,"oncogene, fusion",T,,,,"CCDS3481.1,ENSG00000135605.12,NM_003215.2,NP_003206,P42680,PSCTK4",['2LUL'],1
TENT5C,Terminal nucleotidyltransferase 5C,54855.0,1:117605934-117628372,1,,1p12,yes,,MM,,,L,Rec,TSG,"Mis, F, O",,,,"CCDS896.1,ENSG00000183508.4,FAM46C,FLJ20202,NM_017709.3,NP_060179,Q5VWP2","['6W36', '6W38', '6W3I', '6W3J', '8EQB']",5
TERT,telomerase reverse transcriptase,7015.0,5:1253167-1295047,1,Yes,5p15.33,yes,yes,"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types",melanoma,,"E, O",Dom,"oncogene, TSG",Promoter Mis,,yes,"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","CCDS3861.2,ENSG00000164362.18,EST2,NM_198253.2,NP_937983,O14746,TCS1,TP2,TRT,hEST2","['2BCK', '4B18', '4MNQ', '5MEN', '5MEO', '5MEP', '5MEQ', '5MER', '5UGW', '7BG9', '7QXA', '7QXB', '7QXS', '7TRD', '7TRE', '7TRF', '7V99']",17
TET1,tet methylcytosine dioxygenase 1,80312.0,10:68560656-68694482,1,Yes,10q21.3,yes,,AML,,,L,Dom,"oncogene, TSG, fusion",T,KMT2A,,,"CCDS7281.1,CXXC6,ENSG00000138336.8,KIAA1676,LCX,NM_030625.2,NP_085128,Q8NFU7,bA119F7.1",['6ASD'],1
TET2,tet oncogene family member 2,54790.0,4:105146293-105279816,1,Yes,4q24,yes,,MDS,,,L,Rec,TSG,"Mis, N, F",,,,"CCDS47120.1,ENSG00000168769.13,FLJ20032,KIAA1546,Q6N021","['4NM6', '5D9Y', '5DEU', '7NE3', '7NE6']",5
TFE3,transcription factor binding to IGHM enhancer 3,7030.0,X:49028731-49043486,1,Yes,Xp11.23,yes,,"papillary renal, alveolar soft part sarcoma, renal",,,E,Dom,"oncogene, fusion",T,"SFPQ, ASPSCR1, PRCC, NONO, CLTC",,,"CCDS14315.3,ENSG00000068323.16,NM_006521.5,NP_006512,NP_001269071.1,P19532,TFEA,bHLHe33",['7F09'],1
TFEB,transcription factor EB,7942.0,6:41683978-41736259,1,,6p21.1,yes,,renal cell carcinoma (childhood epithelioid),,,"E,M",Dom,"oncogene, fusion",T,ALPHA,,,"CCDS64425.1,ENSG00000112561.17,NM_001167827.2,NP_001161299,TCFEB,bHLHe35","['7UX2', '7UXC', '7UXH', '7Y62']",4
TFG,TRK-fused gene,10342.0,3:100709425-100748966,1,,3q12.2,yes,,"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma",,,"E, L, M",Dom,fusion,T,"NTRK1, ALK, NR4A3",,,"CCDS2939.1,ENSG00000114354.13,FLJ36137,NM_006070.5,NP_001182407,NP_006061,Q92734,SPG57,TF6",,0
TFPT,TCF3 (E2A) fusion partner (in childhood leukaemia),29844.0,19:54107013-54115675,2,,19q13.42,yes,,pre-B ALL,,,L,Dom,fusion,T,TCF3,,,"CCDS12878.1,ENSG00000105619.13,FB1,INO80F,NM_013342.3,NP_037474,P0C1Z6,amida",,0
TFRC,"transferrin receptor (p90, CD71)",7037.0,3:196049284-196082189,2,,3q29,yes,,NHL,,,L,Dom,fusion,T,BCL6,,,"CCDS3312.1,CD71,ENSG00000072274.12,NM_001128148.2,NP_001121620,P02786,TFR1,p90","['1CX8', '1DE4', '1SUV', '2NSU', '3KAS', '3S9L', '3S9M', '3S9N', '6D03', '6D04', '6D05', '6GSR', '6H5I', '6OKD', '6W3H', '6WRV', '6WRW', '6WRX', '6Y76', '7ZQS', '8P0Z']",21
TGFBR2,transforming growth factor beta receptor II,7048.0,3:30606601-30694142,1,Yes,3p24.1,yes,yes,"head and neck, colorectal",colorectal,Hereditary Nonpolyposis Colorectal Cancer type 6,E,Rec,TSG,"Mis, F, N",,yes,Loeys-Dietz syndrome 2,"CCDS33727.1,ENSG00000163513.17,MFS2,NM_001024847.2,NP_001020018,P37173,TBR-ii,TBRII","['1KTZ', '1M9Z', '1PLO', '2PJY', '3KFD', '4P7U', '4XJJ', '5E8V', '5E8Y', '5E91', '5E92', '5QIN', '5TX4', '5TY4', '7DV6']",15
THRAP3,thyroid hormone receptor associated protein 3 (TRAP150),9967.0,1:36224416-36305357,2,,1p34.3,yes,,aneurysmal bone cyst,,,M,Dom,fusion,T,USP6,,,"BCLAF2,CCDS405.1,ENSG00000054118.13,NM_005119.3,NP_005110,NP_001308402.1,Q9Y2W1,TRAP150",,0
TLX1,"T-cell leukemia, homeobox 1 (HOX11)",3195.0,10:101130505-101137789,1,,10q24.31,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,"TRB, TRD",,,"CCDS7510.1,ENSG00000107807.12,HOX11,NM_005521.3,NP_005512,P31314,TCL3",,0
TLX3,"T-cell leukemia, homeobox 3 (HOX11L2)",30012.0,5:171309284-171312134,1,,5q35.1,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,BCL11B,,,"CCDS34288.1,ENSG00000164438.5,HOX11L2,NM_021025.3,NP_066305,O43711,RNX",,0
TMEM127,transmembrane protein 127,55654.0,2:96248516-96265994,1,,2q11.2,,yes,,"pheochromocytoma, renal cell carcinoma",,"O, E",Rec,TSG,"F, N",,,,"CCDS2018.1,ENSG00000135956.8,FLJ20507,FLJ22257,NM_017849.3,NP_001180233,NP_060319,O75204",,0
TMPRSS2,"transmembrane protease, serine 2",7113.0,21:41464553-41508065,1,Yes,21q22.3,yes,,prostate,,,E,Dom,fusion,T,"ERG, ETV1, ETV4, ETV5",,,"CCDS54486.1,ENSG00000184012.11,NM_001135099.1,NP_001128571,O15393,PRSS10",['7MEQ'],1
TMSB4X,Thymosin Beta 4 X-Linked,7114.0,X:12975110-12977226,2,,Xp22.2,yes,,DLBCL,,,L,,oncogene,"Mis, S, N, F",,,,"CCDS35202.1,ENSG00000205542.10,P62328,TB4X,TMSB4","['3TU5', '4PL7', '4PL8']",3
TNC,tenascin C,3371.0,9:115020534-115118257,2,,9q33.1,yes,,"SCC, melanoma",,,E,,oncogene,Mis,,,,"CCDS6811.1,DFNA56,ENSG00000041982.15,HXB,MGC167029,NM_002160.3,NP_002151,P24821,TN","['1TEN', '2RB8', '2RBL', '5R5T', '5R5U', '5R5V', '5R5W', '5R5X', '5R5Y', '5R5Z', '5R60', '5R61', '5R62', '5R63', '6BRB', '6QNV', '8FN8', '8FNB']",18
TNFAIP3,"tumor necrosis factor, alpha-induced protein 3",7128.0,6:137867188-137883311,1,Yes,6q23.3,yes,,"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL",,,L,Rec,TSG,"D, N, F",,,,"A20,CCDS5187.1,ENSG00000118503.14,NM_006290.3,NP_006281,NP_001257437,NP_001257436,OTUD7C,P21580","['2EQE', '2EQF', '2EQG', '2VFJ', '3DKB', '3OJ3', '3OJ4', '3VUW', '3VUX', '3VUY', '3ZJD', '3ZJE', '3ZJF', '3ZJG', '5LRX', '5V3B', '5V3P']",17
TNFRSF14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",8764.0,1:2556366-2563829,1,Yes,1p36.32,yes,,follicular lymphoma,,,L,Rec,TSG,"Mis, N, F",,,,"ATAR,CCDS44046.1,CD270,ENSG00000157873.17,HVEA,HVEM,LIGHTR,NM_003820.3,NP_003811,Q92956,TR2","['1JMA', '2AW2', '4FHQ', '4RSU', '5T2Q', '5T2R', '6NG3', '7MSG']",8
TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",608.0,16:11965107-11968068,1,,16p13.13,yes,,intestinal T-cell lymphoma,,,L,Dom,"oncogene, fusion",T,IL2,,,"BCM,BCMA,CCDS10552.1,CD269,ENSG00000048462.10,NM_001192.2,NP_001183,Q02223,TNFRSF13A","['1OQD', '1XU2', '2KN1', '4ZFO', '6J7W']",5
TOP1,topoisomerase (DNA) I,7150.0,20:41028818-41124487,1,,20q12,yes,,AML*,,,L,Dom,fusion,T,NUP98,,,"CCDS13312.1,ENSG00000198900.5,NM_003286.2,NP_003277,P11387","['1A31', '1A35', '1A36', '1EJ9', '1K4S', '1K4T', '1LPQ', '1NH3', '1R49', '1RR8', '1RRJ', '1SC7', '1SEU', '1T8I', '1TL8']",15
TP53,tumor protein p53,7157.0,17:7668402-7687538,1,Yes,17p13.1,yes,yes,"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types",Li-Fraumeni syndrome,"L, E, M, O",Rec,"oncogene, TSG, fusion","Mis, N, F, T",NTRK1,,,"CCDS11118.1,ENSG00000141510.16,LFS1,NM_001276761.1,NP_001119584,NP_000537,NP_001263689.1,NP_001263690.1,P04637,p53","['1A1U', '1AIE', '1C26', '1DT7', '1GZH', '1H26', '1HS5', '1JSP', '1KZY', '1MA3', '1OLG', '1OLH', '1PES', '1PET', '1SAE', '1SAF', '1SAK', '1SAL', '1TSR', '1TUP', '1UOL', '1XQH', '1YC5', '1YCQ', '1YCR', '1YCS', '2AC0', '2ADY', '2AHI', '2ATA', '2B3G', '2BIM', '2BIN', '2BIO', '2BIP', '2BIQ', '2F1X', '2FEJ', '2FOJ', '2FOO', '2GS0', '2H1L', '2H2D', '2H2F', '2H4F', '2H4H', '2H4J', '2H59', '2J0Z', '2J10', '2J11', '2J1W', '2J1X', '2J1Y', '2J1Z', '2J20', '2J21', '2K8F', '2L14', '2LY4', '2MEJ', '2MWO', '2MWP', '2MWY', '2MZD', '2OCJ', '2PCX', '2RUK', '2VUK', '2WGX', '2X0U', '2X0V', '2X0W', '2XWR', '2YBG', '2YDR', '2Z5S', '2Z5T', '3D05', '3D06', '3D07', '3D08', '3D09', '3D0A', '3DAB', '3DAC', '3IGK', '3IGL', '3KMD', '3KZ8', '3LW1', '3OQ5', '3PDH', '3Q01', '3Q05', '3Q06', '3SAK', '3TG5', '3TS8', '3ZME', '4AGL', '4AGM', '4AGN', '4AGO', '4AGP', '4AGQ', '4BUZ', '4BV2', '4HFZ', '4HJE', '4IBQ', '4IBS', '4IBT', '4IBU', '4IBV', '4IBW', '4IBY', '4IBZ', '4IJT', '4KVP', '4LO9', '4LOE', '4LOF', '4MZI', '4MZR', '4QO1', '4RP6', '4RP7', '4X34', '4XR8', '4ZZJ', '5A7B', '5AB9', '5ABA', '5AOI', '5AOJ', '5AOK', '5AOL', '5AOM', '5BUA', '5ECG', '5G4M', '5G4N', '5G4O', '5HOU', '5HP0', '5HPD', '5LAP', '5LGY', '5MCT', '5MCU', '5MCV', '5MCW', '5MF7', '5MG7', '5MHC', '5MOC', '5O1A', '5O1B', '5O1C', '5O1D', '5O1E', '5O1F', '5O1G', '5O1H', '5O1I', '5OL0', '5UN8', '5XZC', '6FF9', '6FJ5', '6GGA', '6GGB', '6GGC', '6GGD', '6GGE', '6GGF', '6LHD', '6R5L', '6RJZ', '6RK8', '6RKI', '6RKK', '6RKM', '6RL3', '6RL4', '6RL6', '6RM5', '6RM7', '6RWH', '6RWI', '6RWS', '6RWU', '6RX2', '6RZ3', '6S39', '6S3C', '6S40', '6S9Q', '6SHZ', '6SI0', '6SI1', '6SI2', '6SI3', '6SI4', '6SIN', '6SIO', '6SIP', '6SIQ', '6SL6', '6SLV', '6T58', '6V4F', '6V4H', '6VQO', '6VR1', '6VR5', '6VRM', '6VRN', '6W51', '6XRE', '6ZNC', '7B46', '7B47', '7B48', '7B49', '7B4A', '7B4B', '7B4C', '7B4D', '7B4E', '7B4F', '7B4G', '7B4H', '7B4N', '7BWN', '7DHY', '7DHZ', '7DVD', '7EAX', '7EDS', '7EEU', '7EL4', '7NMI', '7RM4', '7V97', '7XZX', '7XZZ', '7YGI', '8A31', '8A32', '8A92', '8DC4', '8DC6', '8DC7', '8DC8', '8E7A', '8E7B', '8F2H', '8F2I', '8HLL', '8HLM', '8HLN', '8OXM', '8OXO', '8R1F', '8R1G', '8WD2']",268
TP63,tumor protein p63,8626.0,3:189631427-189897279,1,Yes,3q28,yes,yes,"HNSCC, DLBCL",NSCLC,,E,,"oncogene, TSG","Mis, N, T",TBL1XR1,yes,"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation","CCDS3293.1,EEC3,ENSG00000073282.12,KET,NBP,NM_003722.4,NP_003713,NP_001316893.1,NP_001316077.1,OFC8,Q9H3D4,SHFM4,TP53CP,TP53L,TP73L,p51,p53CP,p63,p73H,p73L","['1RG6', '2NB1', '2RMN', '2Y9T', '2Y9U', '3QYM', '3QYN', '3US0', '3US1', '3US2', '3ZY0', '3ZY1', '4A9Z', '6FGN', '6RU6', '6RU7', '6RU8', '7Z71', '7Z72', '7Z73', '7Z7E', '8P9C', '8P9D', '8P9E']",24
TPM3,tropomyosin 3,7170.0,1:154167465-154192211,1,,1q21.3,yes,,"papillary thyroid, ALCL, NSCLC, Spitzoid tumour",,,"E, L",Dom,"TSG, fusion",T,"NTRK1, ALK, ROS1",,,"CCDS41403.1,ENSG00000143549.19,NEM1,NM_152263.3,NP_689476,P06753,TRK",['6OTN'],1
TPM4,tropomyosin 4,7171.0,19:16067538-16102943,1,,19p13.12,yes,,ALCL,,,L,Dom,fusion,T,ALK,,,"CCDS46007.1,ENSG00000167460.15,NM_001145160.1,NP_001138632",,0
TPR,translocated promoter region,7175.0,1:186311652-186375325,1,,1q31.1,yes,,"papillary thyroid, NSCLC",,,E,Dom,fusion,T,"NTRK1, ALK",,,"CCDS41446.1,ENSG00000047410.13,NM_003292.2,NP_003283,P12270","['5TO5', '5TO6', '5TO7', '5TVB']",4
TRA,T cell receptor alpha locus,6955.0,14:-,1,,14q11.2,yes,,T-ALL,,,L,Dom,fusion,T,"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6",,,,,0
TRAF7,tumour necrosis factor receptor-associated factor 7,84231.0,16:2155765-2178129,1,Yes,16p13.3,yes,,meningioma,,,O,Dom,TSG,Mis,,,,"CCDS10461.1,DKFZp586I021,ENSG00000131653.12,MGC7807,NM_032271.2,NP_115647,Q6Q0C0,RFWD1,RNF119",,0
TRB,T cell receptor beta locus,6957.0,7:-,1,,7q34,yes,,T-ALL,,,L,Dom,fusion,T,"HOX11, LCK, NOTCH1, TAL2, LYL1",,,,,0
TRD,T cell receptor delta locus,6964.0,14:-,1,,14q11.2,yes,,T-cell leukaemia,,,L,Dom,fusion,T,"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17",,,,,0
TRIM24,tripartite motif containing 24,8805.0,7:138460334-138589993,1,,7q34,yes,,APL,,,L,Dom,"oncogene, TSG, fusion",T,RARA,,,"CCDS5847.1,ENSG00000122779.17,NM_015905.2,NP_056989,O15164,RNF82,TIF1,TIF1A,Tif1a,hTIF1","['2YYN', '3O33', '3O34', '3O35', '3O36', '3O37', '4YAB', '4YAD', '4YAT', '4YAX', '4YBM', '4YBS', '4YBT', '4YC9', '4ZQL', '5H1T', '5H1U', '5H1V', '7B9X']",19
TRIM27,tripartite motif-containing 27,5987.0,6:28903002-28923989,1,,6p22.1,yes,,papillary thyroid,,,E,Dom,"oncogene, fusion",T,RET,,,"CCDS4654.1,ENSG00000204713.10,NM_006510.4,NP_006501,P14373,RFP,RNF76",,0
TRIM33,"tripartite motif-containing 33 (PTC7,TIF1G)",51592.0,1:114392777-114511160,1,,1p13.2,yes,,papillary thyroid,,,E,Dom,"TSG, fusion",T,RET,,,"CCDS872.1,ENSG00000197323.11,FLJ11429,KIAA1113,NM_015906.3,NP_056990,PTC7,Q9UPN9,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA","['3U5M', '3U5N', '3U5O', '3U5P', '5MR8', '7ZDD', '8BD8', '8BD9', '8BDY']",9
TRIP11,thyroid hormone receptor interactor 11,9321.0,14:91965991-92040059,1,,14q32.12,yes,,AML,,,L,Dom,fusion,T,PDGFRB,,,"CCDS9899.1,CEV14,ENSG00000100815.12,GMAP-210,GMAP210,NM_004239.4,NP_004230,NP_001308780.1,Q15643,Trip230",,0
TRRAP,transformation/transcription domain-associated protein,8295.0,7:98878490-99013243,1,,7q22.1,yes,,melanoma,,,E,Dom,oncogene,Mis,,,,"CCDS59066.1,ENSG00000196367.13,NM_001244580.1,NP_001231509,PAF400,Q9Y4A5,TR-AP,Tra1","['7KTR', '8H7G']",2
TSC1,tuberous sclerosis 1 gene,7248.0,9:132891348-132944633,1,,9q34.13,yes,yes,"renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 1,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"CCDS6956.1,ENSG00000165699.14,KIAA0243,LAM,NM_000368.4,NP_000359,Q92574,TSC,hamartin","['4Z6Y', '5EJC', '7DL2']",3
TSC2,tuberous sclerosis 2 gene,7249.0,16:2047465-2088720,1,,16p13.3,yes,yes,"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 2,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"CCDS10458.1,ENSG00000103197.17,LAM,NM_000548.4,NP_000539,P49815,PPP1R160,TSC4,tuberin",['7DL2'],1
TSHR,thyroid stimulating hormone receptor,7253.0,14:80955043-81146302,2,,14q31.1,yes,yes,toxic thyroid adenoma,thyroid adenoma,,E,Dom,,Mis,,yes,Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism,"CCDS9872.1,ENSG00000165409.17,LGR3","['2XWT', '3G04', '7T9I', '7T9M', '7T9N', '7UTZ', '7XW5', '7XW6', '7XW7']",9
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307.0,21:43092956-43107587,1,,21q22.3,yes,,"CLL, MDS",,,L,Dom,oncogene,Mis,,,,"CCDS13694.1,ENSG00000160201.11,NM_006758.2,NP_006749,Q01081,RN,RNU2AF1,U2AF35,U2AFBP",['1JMT'],1
UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366.0,8:102253012-102412841,1,Yes,8q22.3,yes,,"mantle cell lymphoma, gastric, colorectal",,,"L, E",Rec,oncogene,"F, N, Mis, S",,,,"CCDS34933.1,DD5,EDD,EDD1,ENSG00000104517.12,HYD,KIAA0896,NM_015902.5,NP_056986,O95071","['1I2T', '2QHO', '3PT3', '8BJA', '8C06', '8C07', '8D4X', '8E0Q', '8EWI', '8P82', '8P83']",11
USP44,ubiquitin specific peptidase 44,84101.0,12:95516560-95551490,2,,12q22,yes,,"lung cancer, colon cancer",,,E,,TSG,D,,,,"CCDS9053.1,ENSG00000136014.11,FLJ14528,NM_032147.4,NP_115523,NP_001334866.1,NP_001334865.1,Q9H0E7",,0
USP6,ubiquitin specific peptidase 6 (Tre-2 oncogene),9098.0,17:5116438-5174991,1,,17p13.2,yes,,aneurysmal bone cyst,,,M,Dom,"oncogene, fusion",T,"COL1A1, CDH11, CNBP, OMD, THRAP3",,,"CCDS11069.2,ENSG00000129204.16,HRP1,NM_001304284.1,NP_001291213,P35125,TRE17,TRESMCR,Tre-2,Tre2",,0
USP8,ubiquitin specific peptidase 8,9101.0,15:50424382-50514419,1,Yes,15q21.2,yes,,corticotroph adenoma,,,E,Dom,oncogene,"Mis, N",,,,"CCDS10137.1,ENSG00000138592.13,HumORF8,KIAA0055,NM_001128610.2,NP_001122082,P40818,SPG59,UBPY","['1WHB', '2A9U', '2GFO', '2GWF', '3N3K', '6F09', '8ADM']",7
USP9X,Ubiquitin Specific Peptidase 9 X-Linked,8239.0,X:41085635-41236579,2,,Xp11.4,yes,yes,colon carcinoma,colon carcinoma,,E,,fusion,T,ERAS,,,"CCDS43930.1,DFFRX,ENSG00000124486.12,FAF,MRX99,NM_001039590.2,NP_001034679,Q93008","['5VBD', '5WCH', '7YXX', '7YXY']",4
VAV1,vav guanine nucleotide exchange factor 1,7409.0,19:6772726-6857107,2,,19p13.3,yes,,T-cell lymphoma,,,L,,fusion,"T, O","THAP4, MYO1F, S100A7",,,"CCDS12174.1,ENSG00000141968.7,NM_005428.3,NP_005419,P15498,VAV","['2CRH', '2LCT', '2MC1', '2ROR', '3BJI', '3KY9', '6NEW', '6NF1', '6NFA']",9
VHL,von Hippel-Lindau syndrome gene,7428.0,3:10141008-10152220,1,Yes,3p25.3,yes,yes,"renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma",Von Hippel-Lindau syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"CCDS2597.1,ENSG00000134086.7,NM_000551.3,NP_000542,P40337,VHL1","['1LM8', '1LQB', '1VCB', '3ZRC', '3ZRF', '3ZTC', '3ZTD', '3ZUN', '4AJY', '4AWJ', '4B95', '4B9K', '4BKS', '4BKT', '4W9C', '4W9D', '4W9E', '4W9F', '4W9G', '4W9H', '4W9I', '4W9J', '4W9K', '4W9L', '4WQO', '5LLI', '5N4W', '5NVV', '5NVW', '5NVX', '5NVY', '5NVZ', '5NW0', '5NW1', '5NW2', '5T35', '6BVB', '6FMI', '6FMJ', '6FMK', '6GFX', '6GFY', '6GFZ', '6GMN', '6GMQ', '6GMR', '6GMX', '6HAX', '6HAY', '6HR2', '6I7Q', '6I7R', '6R6H', '6R7F', '6SIS', '6ZHC', '7CJB', '7JTO', '7JTP', '7KHH', '7PI4', '7Q2J', '7S4E', '7Z6L', '7Z76', '7Z77', '7ZNT', '8BB2', '8BB3', '8BB4', '8BB5', '8BDI', '8BDJ', '8BDL', '8BDM', '8BDN', '8BDO', '8BDS', '8BDT', '8BDX', '8BEB', '8C13', '8CQE', '8CQK', '8CQL', '8EI3', '8EWV', '8G1P', '8G1Q', '8P0F', '8PC2', '8QU8', '8QVU', '8QW6', '8QW7']",95
VTI1A,vesicle transport through interaction with t-SNAREs homolog 1A,143187.0,10:112447258-112818744,2,,10q25.2,yes,,colorectal,,,E,Dom,fusion,T,TCF7L2,,,"CCDS7575.2,ENSG00000151532.13,MVti1,NM_145206.3,NP_660207,NP_001305134.1,NP_001305132.1,Q96AJ9,Vti1-rp2,Vti1a",,0
WAS,Wiskott-Aldrich syndrome,7454.0,X:48683779-48691427,1,Yes,Xp11.23,,yes,,lymphoma,Wiskott-Aldrich syndrome,L,Rec/X,oncogene,"Mis, N, F, S",,,,"CCDS14303.1,ENSG00000015285.10,IMD2,NM_000377.2,NP_000368,P42768,THC,WASP,WASPA","['1CEE', '1EJ5', '1T84', '2A3Z', '2K42', '2OT0']",6
WDCP,chromosome 2 open reading frame 44,80304.0,2:24029340-24047353,1,,2p23.3,yes,,colorectal,,,E,Dom,fusion,T,ALK,,,"C2orf44,CCDS1705.1,ENSG00000163026.11,FLJ21945,MMAP,NM_025203.2,NP_079479,Q9H6R7",,0
WIF1,WNT inhibitory factor 1,11197.0,12:65050626-65121566,1,Yes,12q14.3,yes,,pleomorphic salivary gland adenoma,,,E,Dom,"TSG, fusion",T,HMGA2,,,"CCDS8971.1,ENSG00000156076.9,NM_007191.4,NP_009122,Q9Y5W5","['2D3J', '2YGN', '2YGO', '2YGP', '2YGQ']",5
WNK2,WNK lysine deficient protein kinase 2,65268.0,9:93184930-93318271,2,,9q22.31,yes,,gastric cancer,,,E,,TSG,Mis,,,,"CCDS75858.1,ENSG00000165238.16,KIAA1760,NM_001282394.1,NP_001269323,NY-CO-43,PRKWNK2,Q9Y3S1,SDCCAG43","['6ELM', '6FBK']",2
WRN,Werner syndrome (RECQL2),7486.0,8:31033801-31173769,1,,8p12,,yes,,"osteosarcoma, meningioma, other tumour types",Werner syndrome,"L, E, M, O",Rec,TSG,"Mis, N, F, S",,,,"CCDS6082.1,ENSG00000165392.9,NM_000553.4,NP_000544,Q14191,RECQ3,RECQL2","['2AXL', '2DGZ', '2E1E', '2E1F', '2FBT', '2FBV', '2FBX', '2FBY', '2FC0', '3AAF', '6TYV', '6YHR', '7XUT']",13
WT1,Wilms tumour 1 gene,7490.0,11:32387775-32435630,1,,11p13,yes,yes,"Wilms tumour, desmoplastic small round cell tumour",Wilms tumour,"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour",O,Rec,"oncogene, TSG, fusion","D, Mis, N, F, S, T",EWSR1,,,"AWT1,CCDS7878.2,ENSG00000184937.13,GUD,NM_024426.4,NPHS4,NP_077744,NP_077744.4,WAGR,WIT-2","['1XF7', '2JP9', '2JPA', '2PRT', '3HPJ', '3MYJ', '4R2E', '4R2P', '4R2Q', '4R2R', '4R2S', '4WUU', '5KL2', '5KL3', '5KL4', '5KL5', '5KL6', '5KL7', '6B0O', '6B0P', '6B0Q', '6B0R', '6BLW', '6RSY', '6WLH', '7BBG']",26
WWTR1,WW domain containing transcription regulator 1,25937.0,3:149517235-149703273,1,,3q25.1,yes,,epithelioid haemangioendothelioma,,,M,Dom,"oncogene, fusion",T,CAMTA1,,,"CCDS3144.1,DKFZp586I1419,ENSG00000018408.14,NM_001348362.1,NP_001161750,NP_001335291.1,Q9GZV5,TAZ","['5N5R', '5N5T', '5N5W', '5N75', '6RHC', '6RJL', '6RJQ', '6RP6', '6SLW', '6SLX']",10
XPA,"xeroderma pigmentosum, complementation group A",7507.0,9:97674909-97697357,1,,9q22.33,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (A),E,Rec,TSG,"Mis, N, F, S",,,,"CCDS6729.1,ENSG00000136936.10,NM_000380.3,NP_000371,P23025,XP1,XPAC","['1D4U', '1XPA', '2JNW', '6J44', '6LAE', '6RO4', '7AD8', '8EBT', '8EBU', '8EBX', '8EBY']",11
XPC,"xeroderma pigmentosum, complementation group C",7508.0,3:14145147-14178783,1,,3p25.1,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (C),E,Rec,TSG,"Mis, N, F, S",,,,"CCDS46763.1,ENSG00000154767.14,NM_004628.4,NP_004619,NP_001341658.1,Q01831,RAD4,XPCC","['2A4J', '2GGM', '2OBH', '2RVB', '8EBS', '8EBT', '8EBU', '8EBV', '8EBW', '8EBX', '8EBY']",11
